gene_id
ENSG00000223829
ENSG00000223837
ENSG00000223841
ENSG00000223859
ENSG00000223890
ENSG00000223948
ENSG00000224014
ENSG00000224018
ENSG00000224092
ENSG00000224172
ENSG00000224301
ENSG00000224302
ENSG00000224330
ENSG00000224363
ENSG00000224374
ENSG00000224549
ENSG00000224644
ENSG00000224750
ENSG00000224810
ENSG00000224981
ENSG00000225000
ENSG00000225007
ENSG00000225148
ENSG00000225407
ENSG00000225411
ENSG00000225458
ENSG00000225475
ENSG00000225620
ENSG00000225637
ENSG00000225680
ENSG00000225775
ENSG00000225864
ENSG00000225879
ENSG00000225886
ENSG00000225960
ENSG00000225982
ENSG00000226072
ENSG00000226252
ENSG00000226268
ENSG00000226375
ENSG00000226398
ENSG00000226500
ENSG00000226532
ENSG00000226558
ENSG00000226592
ENSG00000226643
ENSG00000226661
ENSG00000226771
ENSG00000226773
ENSG00000226816
ENSG00000226872
ENSG00000226954
ENSG00000226973
ENSG00000227033
ENSG00000227034
ENSG00000227050
ENSG00000227061
ENSG00000227075
ENSG00000227163
ENSG00000227193
ENSG00000227365
ENSG00000227455
ENSG00000227527
ENSG00000227562
ENSG00000227658
ENSG00000227679
ENSG00000227757
ENSG00000227818
ENSG00000227934
ENSG00000228015
ENSG00000228064
ENSG00000228207
ENSG00000228280
ENSG00000228351
ENSG00000228408
ENSG00000228487
ENSG00000228540
ENSG00000228573
ENSG00000228618
ENSG00000228707
ENSG00000228739
ENSG00000228776
ENSG00000228826
ENSG00000228897
ENSG00000228950
ENSG00000229116
ENSG00000229177
ENSG00000229178
ENSG00000229224
ENSG00000229368
ENSG00000229497
ENSG00000229616
ENSG00000229660
ENSG00000229673
ENSG00000229722
ENSG00000229742
ENSG00000229826
ENSG00000229960
ENSG00000229976
ENSG00000230026
ENSG00000230080
ENSG00000230248
ENSG00000230258
ENSG00000230305
ENSG00000230328
ENSG00000230365
ENSG00000230404
ENSG00000230432
ENSG00000230471
ENSG00000230498
ENSG00000230569
ENSG00000230747
ENSG00000230759
ENSG00000230813
ENSG00000230843
ENSG00000230944
ENSG00000231189
ENSG00000231392
ENSG00000231394
ENSG00000231397
ENSG00000231482
ENSG00000231492
ENSG00000231539
ENSG00000231600
ENSG00000231603
ENSG00000231606
ENSG00000231626
ENSG00000231705
ENSG00000231740
ENSG00000231781
ENSG00000231868
ENSG00000231876
ENSG00000231892
ENSG00000231927
ENSG00000231992
ENSG00000232035
ENSG00000232140
ENSG00000232211
ENSG00000232359
ENSG00000232363
ENSG00000232482
ENSG00000232555
ENSG00000232557
ENSG00000232738
ENSG00000232896
ENSG00000232944
ENSG00000232985
ENSG00000233052
ENSG00000233082
ENSG00000233096
ENSG00000233403
ENSG00000233482
ENSG00000233484
ENSG00000233502
ENSG00000233535
ENSG00000233574
ENSG00000233635
ENSG00000233645
ENSG00000233651
ENSG00000233714
ENSG00000233721
ENSG00000233778
ENSG00000234182
ENSG00000234203
ENSG00000234238
ENSG00000234286
ENSG00000234340
ENSG00000234396
ENSG00000234418
ENSG00000234471
ENSG00000234477
ENSG00000234481
ENSG00000234521
ENSG00000234553
ENSG00000234604
ENSG00000234714
ENSG00000234748
ENSG00000234758
ENSG00000234768
ENSG00000234793
ENSG00000234813
ENSG00000234872
ENSG00000234900
ENSG00000234913
ENSG00000234938
ENSG00000234967
ENSG00000235005
ENSG00000235052
ENSG00000235056
ENSG00000235119
ENSG00000235151
ENSG00000235152
ENSG00000235158
ENSG00000235168
ENSG00000235196
ENSG00000235263
ENSG00000235303
ENSG00000235403
ENSG00000235431
ENSG00000235503
ENSG00000235523
ENSG00000235526
ENSG00000235612
ENSG00000235772
ENSG00000235774
ENSG00000235813
ENSG00000235819
ENSG00000235881
ENSG00000236045
ENSG00000236173
ENSG00000236212
ENSG00000236235
ENSG00000236332
ENSG00000236431
ENSG00000236525
ENSG00000236627
ENSG00000236744
ENSG00000236800
ENSG00000236920
ENSG00000236921
ENSG00000236957
ENSG00000236989
ENSG00000237031
ENSG00000237063
ENSG00000237087
ENSG00000237127
ENSG00000237188
ENSG00000237249
ENSG00000237283
ENSG00000237323
ENSG00000237371
ENSG00000237480
ENSG00000237481
ENSG00000237529
ENSG00000237606
ENSG00000237614
ENSG00000237699
ENSG00000237756
ENSG00000237760
ENSG00000237852
ENSG00000237868
ENSG00000237921
ENSG00000237993
ENSG00000238007
ENSG00000238010
ENSG00000238110
ENSG00000238129
ENSG00000238222
ENSG00000238224
ENSG00000239809
ENSG00000239994
ENSG00000240036
ENSG00000240056
ENSG00000240095
ENSG00000240241
ENSG00000240521
ENSG00000240573
ENSG00000240710
ENSG00000240888
ENSG00000240895
ENSG00000241059
ENSG00000241456
ENSG00000241526
ENSG00000241720
ENSG00000241860
ENSG00000242009
ENSG00000242190
ENSG00000242282
ENSG00000242324
ENSG00000242527
ENSG00000242568
ENSG00000242618
ENSG00000242727
ENSG00000243044
ENSG00000243305
ENSG00000243621
ENSG00000243969
ENSG00000244086
ENSG00000244278
ENSG00000244310
ENSG00000244331
ENSG00000244491
ENSG00000244550
ENSG00000244604
ENSG00000244706
ENSG00000244738
ENSG00000247324
ENSG00000248138
ENSG00000248165
ENSG00000248249
ENSG00000248347
ENSG00000248373
ENSG00000248428
ENSG00000248490
ENSG00000248514
ENSG00000248532
ENSG00000248600
ENSG00000248634
ENSG00000248694
ENSG00000248705
ENSG00000248790
ENSG00000248799
ENSG00000248816
ENSG00000248842
ENSG00000248853
ENSG00000248876
ENSG00000249100
ENSG00000249150
ENSG00000249171
ENSG00000249199
ENSG00000249261
ENSG00000249289
ENSG00000249349
ENSG00000249409
ENSG00000249412
ENSG00000249413
ENSG00000249417
ENSG00000249486
ENSG00000249562
ENSG00000249617
ENSG00000249678
ENSG00000249689
ENSG00000249727
ENSG00000249752
ENSG00000249774
ENSG00000249779
ENSG00000249791
ENSG00000249792
ENSG00000249883
ENSG00000249982
ENSG00000250039
ENSG00000250043
ENSG00000250057
ENSG00000250064
ENSG00000250122
ENSG00000250150
ENSG00000250167
ENSG00000250173
ENSG00000250316
ENSG00000250330
ENSG00000250407
ENSG00000250421
ENSG00000250422
ENSG00000250494
ENSG00000250497
ENSG00000250509
ENSG00000250532
ENSG00000250540
ENSG00000250541
ENSG00000250573
ENSG00000250619
ENSG00000250622
ENSG00000250642
ENSG00000250657
ENSG00000250672
ENSG00000250681
ENSG00000250829
ENSG00000250842
ENSG00000250887
ENSG00000250914
ENSG00000250949
ENSG00000250992
ENSG00000250993
ENSG00000250997
ENSG00000251010
ENSG00000251033
ENSG00000251066
ENSG00000251099
ENSG00000251112
ENSG00000251188
ENSG00000251204
ENSG00000251388
ENSG00000251412
ENSG00000251460
ENSG00000251511
ENSG00000251549
ENSG00000251555
ENSG00000251598
ENSG00000251639
ENSG00000251735
ENSG00000251775
ENSG00000251867
ENSG00000252290
ENSG00000252438
ENSG00000253121
ENSG00000253195
ENSG00000253232
ENSG00000253269
ENSG00000253282
ENSG00000253416
ENSG00000253572
ENSG00000253583
ENSG00000253613
ENSG00000253623
ENSG00000253628
ENSG00000253648
ENSG00000253652
ENSG00000253693
ENSG00000253723
ENSG00000253783
ENSG00000253834
ENSG00000253879
ENSG00000253903
ENSG00000253912
ENSG00000253931
ENSG00000254031
ENSG00000254033
ENSG00000254044
ENSG00000254086
ENSG00000254089
ENSG00000254099
ENSG00000254164
ENSG00000254230
ENSG00000254265
ENSG00000254298
ENSG00000254339
ENSG00000254372
ENSG00000254406
ENSG00000254444
ENSG00000254460
ENSG00000254517
ENSG00000254557
ENSG00000254599
ENSG00000254605
ENSG00000254627
ENSG00000254632
ENSG00000254664
ENSG00000254686
ENSG00000254698
ENSG00000254702
ENSG00000254755
ENSG00000254785
ENSG00000254826
ENSG00000254830
ENSG00000254833
ENSG00000254933
ENSG00000254983
ENSG00000255000
ENSG00000255085
ENSG00000255126
ENSG00000255241
ENSG00000255286
ENSG00000255446
ENSG00000255478
ENSG00000255505
ENSG00000255608
ENSG00000255663
ENSG00000255689
ENSG00000255703
ENSG00000255847
ENSG00000255856
ENSG00000255919
ENSG00000255960
ENSG00000256029
ENSG00000256116
ENSG00000256148
ENSG00000256218
ENSG00000256226
ENSG00000256237
ENSG00000256306
ENSG00000256341
ENSG00000256443
ENSG00000256473
ENSG00000256654
ENSG00000256747
ENSG00000256748
ENSG00000256814
ENSG00000256875
ENSG00000256982
ENSG00000256984
ENSG00000257042
ENSG00000257062
ENSG00000257275
ENSG00000257294
ENSG00000257350
ENSG00000257373
ENSG00000257384
ENSG00000257398
ENSG00000257494
ENSG00000257515
ENSG00000257657
ENSG00000257884
ENSG00000257900
ENSG00000257940
ENSG00000258084
ENSG00000258114
ENSG00000258115
ENSG00000258121
ENSG00000258199
ENSG00000258224
ENSG00000258272
ENSG00000258313
ENSG00000258383
ENSG00000258400
ENSG00000258465
ENSG00000258490
ENSG00000258519
ENSG00000258670
ENSG00000258676
ENSG00000258693
ENSG00000258696
ENSG00000258745
ENSG00000258751
ENSG00000258764
ENSG00000258793
ENSG00000258807
ENSG00000258847
ENSG00000258901
ENSG00000258902
ENSG00000259031
ENSG00000259035
ENSG00000259094
ENSG00000259098
ENSG00000259124
ENSG00000259160
ENSG00000259229
ENSG00000259242
ENSG00000259286
ENSG00000259342
ENSG00000259346
ENSG00000259356
ENSG00000259395
ENSG00000259413
ENSG00000259434
ENSG00000259442
ENSG00000259447
ENSG00000259477
ENSG00000259534
ENSG00000259554
ENSG00000259579
ENSG00000259591
ENSG00000259619
ENSG00000259646
ENSG00000259814
ENSG00000259920
ENSG00000259929
ENSG00000259935
ENSG00000259968
ENSG00000259990
ENSG00000260021
ENSG00000260082
ENSG00000260112
ENSG00000260201
ENSG00000260217
ENSG00000260310
ENSG00000260322
ENSG00000260360
ENSG00000260418
ENSG00000260472
ENSG00000260541
ENSG00000260585
ENSG00000260593
ENSG00000260605
ENSG00000260612
ENSG00000260624
ENSG00000260693
ENSG00000260706
ENSG00000260711
ENSG00000260723
ENSG00000260757
ENSG00000260816
ENSG00000260851
ENSG00000260860
ENSG00000260871
ENSG00000260882
ENSG00000260912
ENSG00000260947
ENSG00000261018
ENSG00000261036
ENSG00000261038
ENSG00000261055
ENSG00000261060
ENSG00000261129
ENSG00000261178
ENSG00000261198
ENSG00000261257
ENSG00000261363
ENSG00000261379
ENSG00000261393
ENSG00000261426
ENSG00000261435
ENSG00000261449
ENSG00000261457
ENSG00000261472
ENSG00000261499
ENSG00000261575
ENSG00000261588
ENSG00000261693
ENSG00000261728
ENSG00000261795
ENSG00000261800
ENSG00000261815
ENSG00000261831
ENSG00000261837
ENSG00000261848
ENSG00000261864
ENSG00000262079
ENSG00000262120
ENSG00000262319
ENSG00000262358
ENSG00000262384
ENSG00000262408
ENSG00000262445
ENSG00000262492
ENSG00000262921
ENSG00000263015
ENSG00000263017
ENSG00000263020
ENSG00000263033
ENSG00000263063
ENSG00000263096
ENSG00000263154
ENSG00000263253
ENSG00000263278
ENSG00000263301
ENSG00000263427
ENSG00000263485
ENSG00000263567
ENSG00000263644
ENSG00000263821
ENSG00000263863
ENSG00000263970
ENSG00000264029
ENSG00000264093
ENSG00000264116
ENSG00000264174
ENSG00000264177
ENSG00000264243
ENSG00000264341
ENSG00000264373
ENSG00000264587
ENSG00000264689
ENSG00000264705
ENSG00000264735
ENSG00000264791
ENSG00000264813
ENSG00000264843
ENSG00000264869
ENSG00000264876
ENSG00000264968
ENSG00000265008
ENSG00000265031
ENSG00000265046
ENSG00000265094
ENSG00000265393
ENSG00000265453
ENSG00000265935
ENSG00000265948
ENSG00000265987
ENSG00000266306
ENSG00000266335
ENSG00000266373
ENSG00000266495
ENSG00000266673
ENSG00000266818
ENSG00000266839
ENSG00000266924
ENSG00000266932
ENSG00000266995
ENSG00000267084
ENSG00000267092
ENSG00000267113
ENSG00000267159
ENSG00000267166
ENSG00000267257
ENSG00000267273
ENSG00000267283
ENSG00000267320
ENSG00000267349
ENSG00000267353
ENSG00000267364
ENSG00000267371
ENSG00000267409
ENSG00000267412
ENSG00000267466
ENSG00000267507
ENSG00000267552
ENSG00000267614
ENSG00000267693
ENSG00000267749
ENSG00000267895
ENSG00000267919
ENSG00000267992
ENSG00000268027
ENSG00000268163
ENSG00000268240
ENSG00000268713
ENSG00000268864
ENSG00000268896
ENSG00000268906
ENSG00000268926
ENSG00000269053
ENSG00000269388
ENSG00000269425
ENSG00000269553
ENSG00000269621
ENSG00000269635
ENSG00000269706
ENSG00000269758
ENSG00000269815
ENSG00000269883
ENSG00000269945
ENSG00000269970
ENSG00000269978
ENSG00000270031
ENSG00000270035
ENSG00000270074
ENSG00000270077
ENSG00000270090
ENSG00000270200
ENSG00000270304
ENSG00000270330
ENSG00000270347
ENSG00000270400
ENSG00000270405
ENSG00000270457
ENSG00000270521
ENSG00000270576
ENSG00000270598
ENSG00000270664
ENSG00000270697
ENSG00000270766
ENSG00000270767
ENSG00000270828
ENSG00000270829
ENSG00000270870
ENSG00000270883
ENSG00000270919
ENSG00000270947
ENSG00000270977
ENSG00000270989
ENSG00000271009
ENSG00000271011
ENSG00000271025
ENSG00000271078
ENSG00000271128
ENSG00000271172
ENSG00000271218
ENSG00000271228
ENSG00000271234
ENSG00000271384
ENSG00000271398
ENSG00000271462
ENSG00000271495
ENSG00000271522
ENSG00000271547
ENSG00000271578
ENSG00000271579
ENSG00000271587
ENSG00000271596
ENSG00000271600
ENSG00000271621
ENSG00000271629
ENSG00000271654
ENSG00000271701
ENSG00000271725
ENSG00000271730
ENSG00000271752
ENSG00000271778
ENSG00000271810
ENSG00000271830
ENSG00000271892
ENSG00000271917
ENSG00000271930
ENSG00000271933
ENSG00000271938
ENSG00000271969
ENSG00000271983
ENSG00000271989
ENSG00000272027
ENSG00000272071
ENSG00000272164
ENSG00000272175
ENSG00000272182
ENSG00000272247
ENSG00000272249
ENSG00000272256
ENSG00000272334
ENSG00000272361
ENSG00000272366
ENSG00000272372
ENSG00000272383
ENSG00000272396
ENSG00000272416
ENSG00000272417
ENSG00000272425
ENSG00000272472
ENSG00000272506
ENSG00000272733
ENSG00000272744
ENSG00000272783
ENSG00000272784
ENSG00000272797
ENSG00000272839
ENSG00000272874
ENSG00000272908
ENSG00000272927
ENSG00000272984
ENSG00000272986
ENSG00000273044
ENSG00000273091
ENSG00000273115
ENSG00000273160
ENSG00000273176
ENSG00000273258
ENSG00000273293
ENSG00000273305
ENSG00000273321
ENSG00000273368
ENSG00000273394
ENSG00000273461
ENSG00000273464
ENSG00000273536
ENSG00000273584
ENSG00000273644
ENSG00000273711
ENSG00000273716
ENSG00000273901
ENSG00000273906
ENSG00000273933
ENSG00000273957
ENSG00000273974
ENSG00000273997
ENSG00000273998
ENSG00000274090
ENSG00000274215
ENSG00000274227
ENSG00000274235
ENSG00000274244
ENSG00000274354
ENSG00000274420
ENSG00000274441
ENSG00000274446
ENSG00000274515
ENSG00000274551
ENSG00000274584
ENSG00000274666
ENSG00000274685
ENSG00000274691
ENSG00000274833
ENSG00000274954
ENSG00000274993
ENSG00000275024
ENSG00000275139
ENSG00000275157
ENSG00000275162
ENSG00000275345
ENSG00000275392
ENSG00000275450
ENSG00000275467
ENSG00000275494
ENSG00000275503
ENSG00000275630
ENSG00000275709
ENSG00000275719
ENSG00000275725
ENSG00000275805
ENSG00000275898
ENSG00000275908
ENSG00000275981
ENSG00000276007
ENSG00000276087
ENSG00000276109
ENSG00000276345
ENSG00000276362
ENSG00000276403
ENSG00000276406
ENSG00000276573
ENSG00000276627
ENSG00000276667
ENSG00000276772
ENSG00000277173
ENSG00000277210
ENSG00000277245
ENSG00000277351
ENSG00000277400
ENSG00000277447
ENSG00000277475
ENSG00000277545
ENSG00000277548
ENSG00000277672
ENSG00000277763
ENSG00000277828
ENSG00000277867
ENSG00000278004
ENSG00000278071
ENSG00000278097
ENSG00000278153
ENSG00000278351
ENSG00000278462
ENSG00000278572
ENSG00000278594
ENSG00000278595
ENSG00000278627
ENSG00000278687
ENSG00000278704
ENSG00000278745
ENSG00000278766
ENSG00000278816
ENSG00000278862
ENSG00000278863
ENSG00000278869
ENSG00000278897
ENSG00000278905
ENSG00000278911
ENSG00000278913
ENSG00000278960
ENSG00000278972
ENSG00000278981
ENSG00000279002
ENSG00000279015
ENSG00000279017
ENSG00000279024
ENSG00000279036
ENSG00000279067
ENSG00000279070
ENSG00000279090
ENSG00000279099
ENSG00000279114
ENSG00000279125
ENSG00000279128
ENSG00000279143
ENSG00000279149
ENSG00000279165
ENSG00000279182
ENSG00000279206
ENSG00000279212
ENSG00000279214
ENSG00000279218
ENSG00000279274
ENSG00000279276
ENSG00000279286
ENSG00000279295
ENSG00000279314
ENSG00000279324
ENSG00000279337
ENSG00000279373
ENSG00000279376
ENSG00000279377
ENSG00000279409
ENSG00000279415
ENSG00000279438
ENSG00000279461
ENSG00000279499
ENSG00000279536
ENSG00000279537
ENSG00000279551
ENSG00000279601
ENSG00000279607
ENSG00000279701
ENSG00000279711
ENSG00000279712
ENSG00000279733
ENSG00000279775
ENSG00000279805
ENSG00000279810
ENSG00000279844
ENSG00000279851
ENSG00000279856
ENSG00000279859
ENSG00000279860
ENSG00000279884
ENSG00000279905
ENSG00000279908
ENSG00000279917
ENSG00000279940
ENSG00000279942
ENSG00000279976
ENSG00000279993
ENSG00000280002
ENSG00000280057
ENSG00000280059
ENSG00000280105
ENSG00000280136
ENSG00000280137
ENSG00000280182
ENSG00000280216
ENSG00000280234
ENSG00000280238
ENSG00000280245
ENSG00000280265
ENSG00000280266
ENSG00000280285
ENSG00000280305
ENSG00000280323
ENSG00000280341
ENSG00000280368
ENSG00000280372
ENSG00000280373
ENSG00000280377
ENSG00000280396
ENSG00000280418
ENSG00000280425
ENSG00000280429
ENSG00000280511
ENSG00000280660
ENSG00000280850
ENSG00000281008
ENSG00000282041
ENSG00000282142
ENSG00000282160
ENSG00000282358
ENSG00000282390
ENSG00000282478
ENSG00000282836
ENSG00000282859
ENSG00000282876
ENSG00000282907
ENSG00000282950
ENSG00000282980
ENSG00000283156
ENSG00000283209
ENSG00000283258
ENSG00000283312
ENSG00000283355
ENSG00000283692
ENSG00000283737
ENSG00000283765
ENSG00000283769
ENSG00000284309
ENSG00000284513
ENSG00000284612
ENSG00000284675
ENSG00000284676
ENSG00000284709
ENSG00000284744
ENSG00000284748
ENSG00000284825
ENSG00000284874
ENSG00000284985
ENSG00000285012
ENSG00000285030
ENSG00000285091
ENSG00000285169
ENSG00000285300
ENSG00000285525
ENSG00000285538
ENSG00000285547
ENSG00000285552
ENSG00000285579
ENSG00000285599
ENSG00000285604
ENSG00000285605
ENSG00000285611
ENSG00000285648
ENSG00000285652
ENSG00000285699
ENSG00000285724
ENSG00000285734
ENSG00000285740
ENSG00000285745
ENSG00000285775
ENSG00000285786
ENSG00000285800
ENSG00000285849
ENSG00000285854
ENSG00000285887
ENSG00000285900
ENSG00000285919
ENSG00000285982
ENSG00000285993
ENSG00000286041
ENSG00000286123
ENSG00000286144
ENSG00000286150
ENSG00000286167
ENSG00000286173
ENSG00000286183
ENSG00000286196
ENSG00000286211
ENSG00000286227
ENSG00000286241
ENSG00000286247
ENSG00000286275
ENSG00000286295
ENSG00000286300
ENSG00000286325
ENSG00000286331
ENSG00000286333
ENSG00000286348
ENSG00000286357
ENSG00000286372
ENSG00000286387
ENSG00000286394
ENSG00000286403
ENSG00000286414
ENSG00000286419
ENSG00000286443
ENSG00000286446
ENSG00000286450
ENSG00000286452
ENSG00000286465
ENSG00000286467
ENSG00000286468
ENSG00000286481
ENSG00000286486
ENSG00000286500
ENSG00000286505
ENSG00000286507
ENSG00000286513
ENSG00000286526
ENSG00000286541
ENSG00000286548
ENSG00000286549
ENSG00000286552
ENSG00000286558
ENSG00000286607
ENSG00000286611
ENSG00000286625
ENSG00000286668
